,标普500
,SPX.GI
日期,收盘价
Date,close
2004-07-08,1109.1100
2004-07-09,1112.8100
2004-07-12,1114.3500
2004-07-13,1115.1400
2004-07-14,1111.4700
2004-07-15,1106.6900
2004-07-16,1101.3900
2004-07-19,1100.9000
2004-07-20,1108.6700
2004-07-21,1093.8800
2004-07-22,1096.8400
2004-07-23,1086.2000
2004-07-26,1084.0700
2004-07-27,1094.8300
2004-07-28,1095.4200
2004-07-29,1100.4300
2004-07-30,1101.7200
2004-08-02,1106.6200
2004-08-03,1099.6900
2004-08-04,1098.6300
2004-08-05,1080.7000
2004-08-06,1063.9700
2004-08-09,1065.2200
2004-08-10,1079.0400
2004-08-11,1075.7900
2004-08-12,1063.2300
2004-08-13,1064.8000
2004-08-16,1079.3400
2004-08-17,1081.7100
2004-08-18,1095.1700
2004-08-19,1091.2300
2004-08-20,1098.3500
2004-08-23,1095.6800
2004-08-24,1096.1900
2004-08-25,1104.9600
2004-08-26,1105.0900
2004-08-27,1107.7700
2004-08-30,1099.1500
2004-08-31,1104.2400
2004-09-01,1105.9100
2004-09-02,1118.3100
2004-09-03,1113.6300
2004-09-06,1113.6300
2004-09-07,1121.3000
2004-09-08,1116.2700
2004-09-09,1118.3800
2004-09-10,1123.9200
2004-09-13,1125.8200
2004-09-14,1128.3300
2004-09-15,1120.3700
2004-09-16,1123.5000
2004-09-17,1128.5500
2004-09-20,1122.2000
2004-09-21,1129.3000
2004-09-22,1113.5600
2004-09-23,1108.3600
2004-09-24,1110.1100
2004-09-27,1103.5200
2004-09-28,1110.0600
2004-09-29,1114.8000
2004-09-30,1114.5800
2004-10-08,1122.1400
2004-10-11,1124.3900
2004-10-12,1121.8400
2004-10-13,1113.6500
2004-10-14,1103.2900
2004-10-15,1108.2000
2004-10-18,1114.0200
2004-10-19,1103.2300
2004-10-20,1103.6600
2004-10-21,1106.4900
2004-10-22,1095.7400
2004-10-25,1094.8100
2004-10-26,1111.0900
2004-10-27,1125.4000
2004-10-28,1127.4400
2004-10-29,1130.2000
2004-11-01,1130.5100
2004-11-02,1130.5400
2004-11-03,1143.2000
2004-11-04,1161.6700
2004-11-05,1166.1700
2004-11-08,1164.8900
2004-11-09,1164.0800
2004-11-10,1162.9100
2004-11-11,1173.4800
2004-11-12,1184.1700
2004-11-15,1183.8100
2004-11-16,1175.4300
2004-11-17,1181.9400
2004-11-18,1183.5500
2004-11-19,1170.3400
2004-11-22,1177.2400
2004-11-23,1176.9400
2004-11-24,1181.7600
2004-11-25,1181.7600
2004-11-26,1182.6500
2004-11-29,1178.5700
2004-11-30,1173.8200
2004-12-01,1191.3700
2004-12-02,1190.3300
2004-12-03,1191.1700
2004-12-06,1190.2500
2004-12-07,1177.0700
2004-12-08,1182.8100
2004-12-09,1189.2400
2004-12-10,1188.0000
2004-12-13,1198.6800
2004-12-14,1203.3800
2004-12-15,1205.7200
2004-12-16,1203.2100
2004-12-17,1194.2200
2004-12-20,1194.6500
2004-12-21,1205.4500
2004-12-22,1209.5700
2004-12-23,1210.1300
2004-12-24,1210.1300
2004-12-27,1204.9200
2004-12-28,1213.5400
2004-12-29,1213.4500
2004-12-30,1213.5500
2004-12-31,1211.9200
2005-01-04,1188.0500
2005-01-05,1183.7400
2005-01-06,1187.8900
2005-01-07,1186.1900
2005-01-10,1190.2500
2005-01-11,1182.9900
2005-01-12,1187.7000
2005-01-13,1177.4500
2005-01-14,1184.5200
2005-01-17,1184.5200
2005-01-18,1195.9800
2005-01-19,1184.6300
2005-01-20,1175.4100
2005-01-21,1167.8700
2005-01-24,1163.7500
2005-01-25,1168.4100
2005-01-26,1174.0700
2005-01-27,1174.5500
2005-01-28,1171.3600
2005-01-31,1181.2700
2005-02-01,1189.4100
2005-02-02,1193.1900
2005-02-03,1189.8900
2005-02-04,1203.0300
2005-02-16,1210.3400
2005-02-17,1200.7500
2005-02-18,1201.5900
2005-02-21,1201.5900
2005-02-22,1184.1600
2005-02-23,1190.8000
2005-02-24,1200.2000
2005-02-25,1211.3700
2005-02-28,1203.6000
2005-03-01,1210.4100
2005-03-02,1210.0800
2005-03-03,1210.4700
2005-03-04,1222.1200
2005-03-07,1225.3100
2005-03-08,1219.4300
2005-03-09,1207.0100
2005-03-10,1209.2500
2005-03-11,1200.0800
2005-03-14,1206.8300
2005-03-15,1197.7500
2005-03-16,1188.0700
2005-03-17,1190.2100
2005-03-18,1189.6500
2005-03-21,1183.7800
2005-03-22,1171.7100
2005-03-23,1172.5300
2005-03-24,1171.4200
2005-03-25,1171.4200
2005-03-28,1174.2800
2005-03-29,1165.3600
2005-03-30,1181.4100
2005-03-31,1180.5900
2005-04-01,1172.9200
2005-04-04,1176.1200
2005-04-05,1181.3900
2005-04-06,1184.0700
2005-04-07,1191.1400
2005-04-08,1181.2000
2005-04-11,1181.2100
2005-04-12,1187.7600
2005-04-13,1173.7900
2005-04-14,1162.0500
2005-04-15,1142.6200
2005-04-18,1145.9800
2005-04-19,1152.7800
2005-04-20,1137.5000
2005-04-21,1159.9500
2005-04-22,1152.1200
2005-04-25,1162.1000
2005-04-26,1151.7400
2005-04-27,1156.3800
2005-04-28,1143.2200
2005-04-29,1156.8500
2005-05-09,1178.8400
2005-05-10,1166.2200
2005-05-11,1171.1100
2005-05-12,1159.3600
2005-05-13,1154.0500
2005-05-16,1165.6900
2005-05-17,1173.8000
2005-05-18,1185.5600
2005-05-19,1191.0800
2005-05-20,1189.2800
2005-05-23,1193.8600
2005-05-24,1194.0700
2005-05-25,1190.0100
2005-05-26,1197.6200
2005-05-27,1198.7800
2005-05-30,1198.7800
2005-05-31,1191.5000
2005-06-01,1202.2700
2005-06-02,1204.2900
2005-06-03,1196.0200
2005-06-06,1197.5100
2005-06-07,1197.2600
2005-06-08,1194.6700
2005-06-09,1200.9300
2005-06-10,1198.1100
2005-06-13,1200.8200
2005-06-14,1203.9100
2005-06-15,1206.5800
2005-06-16,1210.9600
2005-06-17,1216.9600
2005-06-20,1216.1000
2005-06-21,1213.6100
2005-06-22,1213.8800
2005-06-23,1200.7300
2005-06-24,1191.5700
2005-06-27,1190.6900
2005-06-28,1201.5700
2005-06-29,1199.8500
2005-06-30,1191.3300
2005-07-01,1194.4400
2005-07-04,1194.4400
2005-07-05,1204.9900
2005-07-06,1194.9400
2005-07-07,1197.8700
2005-07-08,1211.8600
2005-07-11,1219.4400
2005-07-12,1222.2100
2005-07-13,1223.2900
2005-07-14,1226.5000
2005-07-15,1227.9200
2005-07-18,1221.1300
2005-07-19,1229.3500
2005-07-20,1235.2000
2005-07-21,1227.0400
2005-07-22,1233.6800
2005-07-25,1229.0300
2005-07-26,1231.1600
2005-07-27,1236.7900
2005-07-28,1243.7200
2005-07-29,1234.1800
2005-08-01,1235.3500
2005-08-02,1244.1200
2005-08-03,1245.0400
2005-08-04,1235.8600
2005-08-05,1226.4200
2005-08-08,1223.1300
2005-08-09,1231.3800
2005-08-10,1229.1300
2005-08-11,1237.8100
2005-08-12,1230.3900
2005-08-15,1233.8700
2005-08-16,1219.3400
2005-08-17,1220.2400
2005-08-18,1219.0200
2005-08-19,1219.7100
2005-08-22,1221.7300
2005-08-23,1217.5700
2005-08-24,1209.5900
2005-08-25,1212.4000
2005-08-26,1205.1000
2005-08-29,1212.2800
2005-08-30,1208.4100
2005-08-31,1220.3300
2005-09-01,1221.5900
2005-09-02,1218.0200
2005-09-05,1218.0200
2005-09-06,1233.3900
2005-09-07,1236.3600
2005-09-08,1231.6700
2005-09-09,1241.4800
2005-09-12,1240.5600
2005-09-13,1231.2000
2005-09-14,1227.1600
2005-09-15,1227.7300
2005-09-16,1237.9100
2005-09-19,1231.0200
2005-09-20,1221.3400
2005-09-21,1210.2000
2005-09-22,1214.6200
2005-09-23,1215.2900
2005-09-26,1215.6300
2005-09-27,1215.6600
2005-09-28,1216.8900
2005-09-29,1227.6800
2005-09-30,1228.8100
2005-10-10,1187.3300
2005-10-11,1184.8700
2005-10-12,1177.6800
2005-10-13,1176.8400
2005-10-14,1186.5700
2005-10-17,1190.1000
2005-10-18,1178.1400
2005-10-19,1195.7600
2005-10-20,1177.8000
2005-10-21,1179.5900
2005-10-24,1199.3800
2005-10-25,1196.5400
2005-10-26,1191.3800
2005-10-27,1178.9000
2005-10-28,1198.4100
2005-10-31,1207.0100
2005-11-01,1202.7600
2005-11-02,1214.7600
2005-11-03,1219.9400
2005-11-04,1220.1400
2005-11-07,1222.8100
2005-11-08,1218.5900
2005-11-09,1220.6500
2005-11-10,1230.9600
2005-11-11,1234.7200
2005-11-14,1233.7600
2005-11-15,1229.0100
2005-11-16,1231.2100
2005-11-17,1242.8000
2005-11-18,1248.2700
2005-11-21,1254.8500
2005-11-22,1261.2300
2005-11-23,1265.6100
2005-11-24,1265.6100
2005-11-25,1268.2500
2005-11-28,1257.4600
2005-11-29,1257.4800
2005-11-30,1249.4800
2005-12-01,1264.6700
2005-12-02,1265.0800
2005-12-05,1262.0900
2005-12-06,1263.7000
2005-12-07,1257.3700
2005-12-08,1255.8400
2005-12-09,1259.3700
2005-12-12,1260.4300
2005-12-13,1267.4300
2005-12-14,1272.7400
2005-12-15,1270.9400
2005-12-16,1267.3200
2005-12-19,1259.9200
2005-12-20,1259.6200
2005-12-21,1262.7900
2005-12-22,1268.1200
2005-12-23,1268.6600
2005-12-26,1268.6600
2005-12-27,1256.5400
2005-12-28,1258.1700
2005-12-29,1254.4200
2005-12-30,1248.2900
2006-01-04,1273.4600
2006-01-05,1273.4800
2006-01-06,1285.4500
2006-01-09,1290.1500
2006-01-10,1289.6900
2006-01-11,1294.1800
2006-01-12,1286.0600
2006-01-13,1287.6100
2006-01-16,1287.6100
2006-01-17,1282.9300
2006-01-18,1277.9300
2006-01-19,1285.0400
2006-01-20,1261.4900
2006-01-23,1263.8200
2006-01-24,1266.8600
2006-01-25,1264.6800
2006-02-06,1265.0200
2006-02-07,1254.7800
2006-02-08,1265.6500
2006-02-09,1263.7800
2006-02-10,1266.9900
2006-02-13,1262.8600
2006-02-14,1275.5300
2006-02-15,1280.0000
2006-02-16,1289.3800
2006-02-17,1287.2400
2006-02-20,1287.2400
2006-02-21,1283.0300
2006-02-22,1292.6700
2006-02-23,1287.7900
2006-02-24,1289.4300
2006-02-27,1294.1200
2006-02-28,1280.6600
2006-03-01,1291.2400
2006-03-02,1289.1400
2006-03-03,1287.2300
2006-03-06,1278.2600
2006-03-07,1275.8800
2006-03-08,1278.4700
2006-03-09,1272.2300
2006-03-10,1281.5800
2006-03-13,1284.1300
2006-03-14,1297.4800
2006-03-15,1303.0200
2006-03-16,1305.3300
2006-03-17,1307.2500
2006-03-20,1305.0800
2006-03-21,1297.2300
2006-03-22,1305.0400
2006-03-23,1301.6700
2006-03-24,1302.9500
2006-03-27,1301.6100
2006-03-28,1293.2300
2006-03-29,1302.8900
2006-03-30,1300.2500
2006-03-31,1294.8300
2006-04-03,1297.8100
2006-04-04,1305.9300
2006-04-05,1311.5600
2006-04-06,1309.0400
2006-04-07,1295.5000
2006-04-10,1296.6000
2006-04-11,1286.5700
2006-04-12,1288.1200
2006-04-13,1289.1200
2006-04-14,1289.1200
2006-04-17,1285.3300
2006-04-18,1307.6500
2006-04-19,1309.9300
2006-04-20,1311.4600
2006-04-21,1311.2800
2006-04-24,1308.1100
2006-04-25,1301.7400
2006-04-26,1305.4100
2006-04-27,1309.7200
2006-04-28,1310.6100
2006-05-08,1324.6600
2006-05-09,1325.1400
2006-05-10,1322.8500
2006-05-11,1305.9200
2006-05-12,1291.2400
2006-05-15,1294.5000
2006-05-16,1292.0800
2006-05-17,1270.3200
2006-05-18,1261.8100
2006-05-19,1267.0300
2006-05-22,1262.0700
2006-05-23,1256.5800
2006-05-24,1258.5700
2006-05-25,1272.8800
2006-05-26,1280.1600
2006-05-29,1280.1600
2006-05-30,1259.8400
2006-05-31,1270.0900
2006-06-01,1285.7100
2006-06-02,1288.2200
2006-06-05,1265.2900
2006-06-06,1263.8500
2006-06-07,1256.1500
2006-06-08,1257.9300
2006-06-09,1252.3000
2006-06-12,1236.4000
2006-06-13,1223.6900
2006-06-14,1230.0400
2006-06-15,1256.1600
2006-06-16,1251.5400
2006-06-19,1240.1400
2006-06-20,1240.1200
2006-06-21,1252.2000
2006-06-22,1245.6000
2006-06-23,1244.5000
2006-06-26,1250.5600
2006-06-27,1239.2000
2006-06-28,1246.0000
2006-06-29,1272.8700
2006-06-30,1270.2000
2006-07-03,1280.1900
2006-07-04,1280.1900
2006-07-05,1270.9100
2006-07-06,1274.0800
2006-07-07,1265.4800
2006-07-10,1267.3400
2006-07-11,1272.5200
2006-07-12,1258.6000
2006-07-13,1242.2900
2006-07-14,1236.2000
2006-07-17,1234.4900
2006-07-18,1236.8600
2006-07-19,1259.8100
2006-07-20,1249.1300
2006-07-21,1240.2900
2006-07-24,1260.9100
2006-07-25,1268.8800
2006-07-26,1268.4000
2006-07-27,1263.2000
2006-07-28,1278.5500
2006-07-31,1276.6600
2006-08-01,1270.9200
2006-08-02,1278.5500
2006-08-03,1280.2700
2006-08-04,1279.3600
2006-08-07,1275.7700
2006-08-08,1271.4800
2006-08-09,1265.9500
2006-08-10,1271.8100
2006-08-11,1266.7400
2006-08-14,1268.2100
2006-08-15,1285.5800
2006-08-16,1295.4300
2006-08-17,1297.4800
2006-08-18,1302.3000
2006-08-21,1297.5200
2006-08-22,1298.8200
2006-08-23,1292.9900
2006-08-24,1296.0600
2006-08-25,1295.0900
2006-08-28,1301.7800
2006-08-29,1304.2800
2006-08-30,1304.2700
2006-08-31,1303.8200
2006-09-01,1311.0100
2006-09-04,1311.0100
2006-09-05,1313.2500
2006-09-06,1300.2600
2006-09-07,1294.0200
2006-09-08,1298.9200
2006-09-11,1299.5400
2006-09-12,1313.1100
2006-09-13,1318.0700
2006-09-14,1316.2800
2006-09-15,1319.8700
2006-09-18,1321.1800
2006-09-19,1318.3100
2006-09-20,1325.1800
2006-09-21,1318.0300
2006-09-22,1314.7800
2006-09-25,1326.3700
2006-09-26,1336.3400
2006-09-27,1336.5900
2006-09-28,1339.1500
2006-09-29,1335.8500
2006-10-09,1350.6600
2006-10-10,1353.4200
2006-10-11,1349.9500
2006-10-12,1362.8300
2006-10-13,1365.6200
2006-10-16,1369.0500
2006-10-17,1364.0500
2006-10-18,1365.9600
2006-10-19,1366.9600
2006-10-20,1368.6000
2006-10-23,1377.0200
2006-10-24,1377.3800
2006-10-25,1382.2200
2006-10-26,1389.0800
2006-10-27,1377.3400
2006-10-30,1377.9300
2006-10-31,1377.9400
2006-11-01,1367.8100
2006-11-02,1367.3400
2006-11-03,1364.3000
2006-11-06,1379.7800
2006-11-07,1382.8400
2006-11-08,1385.7200
2006-11-09,1378.3300
2006-11-10,1380.9000
2006-11-13,1384.4200
2006-11-14,1393.2200
2006-11-15,1396.5700
2006-11-16,1399.7600
2006-11-17,1401.2000
2006-11-20,1400.5000
2006-11-21,1402.8100
2006-11-22,1406.0900
2006-11-23,1406.0900
2006-11-24,1400.9500
2006-11-27,1381.9000
2006-11-28,1386.7200
2006-11-29,1399.4800
2006-11-30,1400.6300
2006-12-01,1396.7100
2006-12-04,1409.1200
2006-12-05,1414.7600
2006-12-06,1412.9000
2006-12-07,1407.2900
2006-12-08,1409.8400
2006-12-11,1413.0400
2006-12-12,1411.5600
2006-12-13,1413.2100
2006-12-14,1425.4900
2006-12-15,1427.0900
2006-12-18,1422.4800
2006-12-19,1425.5500
2006-12-20,1423.5300
2006-12-21,1418.3000
2006-12-22,1410.7600
2006-12-25,1410.7600
2006-12-26,1416.9000
2006-12-27,1426.8400
2006-12-28,1424.7300
2006-12-29,1418.3000
2007-01-04,1418.3400
2007-01-05,1409.7100
2007-01-08,1412.8400
2007-01-09,1412.1100
2007-01-10,1414.8500
2007-01-11,1423.8200
2007-01-12,1430.7300
2007-01-15,1430.7300
2007-01-16,1431.9000
2007-01-17,1430.6200
2007-01-18,1426.3700
2007-01-19,1430.5000
2007-01-22,1422.9500
2007-01-23,1427.9900
2007-01-24,1440.1300
2007-01-25,1423.9000
2007-01-26,1422.1800
2007-01-29,1420.6200
2007-01-30,1428.8200
2007-01-31,1438.2400
2007-02-01,1445.9400
2007-02-02,1448.3900
2007-02-05,1446.9900
2007-02-06,1448.0000
2007-02-07,1450.0200
2007-02-08,1448.3100
2007-02-09,1438.0600
2007-02-12,1433.3700
2007-02-13,1444.2600
2007-02-14,1455.3000
2007-02-15,1456.8100
2007-02-16,1455.5400
2007-02-26,1449.3700
2007-02-27,1399.0400
2007-02-28,1406.8200
2007-03-01,1403.1700
2007-03-02,1387.1700
2007-03-05,1374.1200
2007-03-06,1395.4100
2007-03-07,1391.9700
2007-03-08,1401.8900
2007-03-09,1402.8500
2007-03-12,1406.6000
2007-03-13,1377.9500
2007-03-14,1387.1700
2007-03-15,1392.2800
2007-03-16,1386.9500
2007-03-19,1402.0600
2007-03-20,1410.9400
2007-03-21,1435.0400
2007-03-22,1434.5400
2007-03-23,1436.1100
2007-03-26,1437.5000
2007-03-27,1428.6100
2007-03-28,1417.2300
2007-03-29,1422.5300
2007-03-30,1420.8600
2007-04-02,1424.5500
2007-04-03,1437.7700
2007-04-04,1439.3700
2007-04-05,1443.7600
2007-04-06,1443.7600
2007-04-09,1444.6100
2007-04-10,1448.3900
2007-04-11,1438.8700
2007-04-12,1447.8000
2007-04-13,1452.8500
2007-04-16,1468.4700
2007-04-17,1471.4800
2007-04-18,1472.5000
2007-04-19,1470.7300
2007-04-20,1484.3500
2007-04-23,1480.9300
2007-04-24,1480.4100
2007-04-25,1495.4200
2007-04-26,1494.2500
2007-04-27,1494.0700
2007-04-30,1482.3700
2007-05-08,1507.7200
2007-05-09,1512.5800
2007-05-10,1491.4700
2007-05-11,1505.8500
2007-05-14,1503.1500
2007-05-15,1501.1900
2007-05-16,1514.1400
2007-05-17,1512.7500
2007-05-18,1522.7500
2007-05-21,1525.1000
2007-05-22,1524.1200
2007-05-23,1522.2800
2007-05-24,1507.5100
2007-05-25,1515.7300
2007-05-28,1515.7300
2007-05-29,1518.1100
2007-05-30,1530.2300
2007-05-31,1530.6200
2007-06-01,1536.3400
2007-06-04,1539.1800
2007-06-05,1530.9500
2007-06-06,1517.3800
2007-06-07,1490.7200
2007-06-08,1507.6700
2007-06-11,1509.1200
2007-06-12,1493.0000
2007-06-13,1515.6700
2007-06-14,1522.9700
2007-06-15,1532.9100
2007-06-18,1531.0500
2007-06-19,1533.7000
2007-06-20,1512.8400
2007-06-21,1522.1900
2007-06-22,1502.5600
2007-06-25,1497.7400
2007-06-26,1492.8900
2007-06-27,1506.3400
2007-06-28,1505.7100
2007-06-29,1503.3500
2007-07-02,1519.4300
2007-07-03,1524.8700
2007-07-04,1524.8700
2007-07-05,1525.4000
2007-07-06,1530.4400
2007-07-09,1531.8500
2007-07-10,1510.1200
2007-07-11,1518.7600
2007-07-12,1547.7000
2007-07-13,1552.5000
2007-07-16,1549.5200
2007-07-17,1549.3700
2007-07-18,1546.1700
2007-07-19,1553.0800
2007-07-20,1534.1000
2007-07-23,1541.5700
2007-07-24,1511.0400
2007-07-25,1518.0900
2007-07-26,1482.6600
2007-07-27,1458.9500
2007-07-30,1473.9100
2007-07-31,1455.2700
2007-08-01,1465.8100
2007-08-02,1472.2000
2007-08-03,1433.0600
2007-08-06,1467.6700
2007-08-07,1476.7100
2007-08-08,1497.4900
2007-08-09,1453.0900
2007-08-10,1453.6400
2007-08-13,1452.9200
2007-08-14,1426.5400
2007-08-15,1406.7000
2007-08-16,1411.2700
2007-08-17,1445.9400
2007-08-20,1445.5500
2007-08-21,1447.1200
2007-08-22,1464.0700
2007-08-23,1462.5000
2007-08-24,1479.3700
2007-08-27,1466.7900
2007-08-28,1432.3600
2007-08-29,1463.7600
2007-08-30,1457.6400
2007-08-31,1473.9900
2007-09-03,1473.9900
2007-09-04,1489.4200
2007-09-05,1472.2900
2007-09-06,1478.5500
2007-09-07,1453.5500
2007-09-10,1451.7000
2007-09-11,1471.4900
2007-09-12,1471.5600
2007-09-13,1483.9500
2007-09-14,1484.2500
2007-09-17,1476.6500
2007-09-18,1519.7800
2007-09-19,1529.0300
2007-09-20,1518.7500
2007-09-21,1525.7500
2007-09-24,1517.7300
2007-09-25,1517.2100
2007-09-26,1525.4200
2007-09-27,1531.3800
2007-09-28,1526.7500
2007-10-08,1552.5800
2007-10-09,1565.1500
2007-10-10,1562.4700
2007-10-11,1554.4100
2007-10-12,1561.8000
2007-10-15,1548.7100
2007-10-16,1538.5300
2007-10-17,1541.2400
2007-10-18,1540.0800
2007-10-19,1500.6300
2007-10-22,1506.3300
2007-10-23,1519.5900
2007-10-24,1515.8800
2007-10-25,1514.4000
2007-10-26,1535.2800
2007-10-29,1540.9800
2007-10-30,1531.0200
2007-10-31,1549.3800
2007-11-01,1508.4400
2007-11-02,1509.6500
2007-11-05,1502.1700
2007-11-06,1520.2700
2007-11-07,1475.6200
2007-11-08,1474.7700
2007-11-09,1453.7000
2007-11-12,1439.1800
2007-11-13,1481.0500
2007-11-14,1470.5800
2007-11-15,1451.1500
2007-11-16,1458.7400
2007-11-19,1433.2700
2007-11-20,1439.7000
2007-11-21,1416.7700
2007-11-22,1416.7700
2007-11-23,1440.7000
2007-11-26,1407.2200
2007-11-27,1428.2300
2007-11-28,1469.0200
2007-11-29,1469.7200
2007-11-30,1481.1400
2007-12-03,1472.4200
2007-12-04,1462.7900
2007-12-05,1485.0100
2007-12-06,1507.3400
2007-12-07,1504.6600
2007-12-10,1515.9600
2007-12-11,1477.6500
2007-12-12,1486.5900
2007-12-13,1488.4100
2007-12-14,1467.9500
2007-12-17,1445.9000
2007-12-18,1454.9800
2007-12-19,1453.0000
2007-12-20,1460.1200
2007-12-21,1484.4600
2007-12-24,1496.4500
2007-12-25,1496.4500
2007-12-26,1497.6600
2007-12-27,1476.3700
2007-12-28,1478.4900
2008-01-02,1447.1600
2008-01-03,1447.1600
2008-01-04,1411.6300
2008-01-07,1416.1800
2008-01-08,1390.1900
2008-01-09,1409.1300
2008-01-10,1420.3300
2008-01-11,1401.0200
2008-01-14,1416.2500
2008-01-15,1380.9500
2008-01-16,1373.2000
2008-01-17,1333.2500
2008-01-18,1325.1900
2008-01-21,1325.1900
2008-01-22,1310.5000
2008-01-23,1338.6000
2008-01-24,1352.0700
2008-01-25,1330.6100
2008-01-28,1353.9700
2008-01-29,1362.3000
2008-01-30,1355.8100
2008-01-31,1378.5500
2008-02-01,1395.4200
2008-02-04,1380.8200
2008-02-05,1336.6400
2008-02-13,1367.2100
2008-02-14,1348.8600
2008-02-15,1349.9900
2008-02-18,1349.9900
2008-02-19,1348.7800
2008-02-20,1360.0300
2008-02-21,1342.5300
2008-02-22,1353.1100
2008-02-25,1371.8000
2008-02-26,1381.2900
2008-02-27,1380.0200
2008-02-28,1367.6800
2008-02-29,1330.6300
2008-03-03,1331.3400
2008-03-04,1326.7500
2008-03-05,1333.7000
2008-03-06,1304.3400
2008-03-07,1293.3700
2008-03-10,1273.3700
2008-03-11,1320.6500
2008-03-12,1308.7700
2008-03-13,1315.4800
2008-03-14,1288.1400
2008-03-17,1276.6000
2008-03-18,1330.7400
2008-03-19,1298.4200
2008-03-20,1329.5100
2008-03-21,1329.5100
2008-03-24,1349.8800
2008-03-25,1352.9900
2008-03-26,1341.1300
2008-03-27,1325.7600
2008-03-28,1315.2200
2008-03-31,1322.7000
2008-04-01,1370.1800
2008-04-02,1367.5300
2008-04-03,1369.3100
2008-04-07,1372.5400
2008-04-08,1365.5400
2008-04-09,1354.4900
2008-04-10,1360.5500
2008-04-11,1332.8300
2008-04-14,1328.3200
2008-04-15,1334.4300
2008-04-16,1364.7100
2008-04-17,1365.5600
2008-04-18,1390.3300
2008-04-21,1388.1700
2008-04-22,1375.9400
2008-04-23,1379.9300
2008-04-24,1388.8200
2008-04-25,1397.8400
2008-04-28,1396.3700
2008-04-29,1390.9400
2008-04-30,1385.5900
2008-05-05,1407.4900
2008-05-06,1418.2600
2008-05-07,1392.5700
2008-05-08,1397.6800
2008-05-09,1388.2800
2008-05-12,1403.5800
2008-05-13,1403.0400
2008-05-14,1408.6600
2008-05-15,1423.5700
2008-05-16,1425.3500
2008-05-19,1426.6300
2008-05-20,1413.4000
2008-05-21,1390.7100
2008-05-22,1394.3500
2008-05-23,1375.9300
2008-05-26,1375.9300
2008-05-27,1385.3500
2008-05-28,1390.8400
2008-05-29,1398.2600
2008-05-30,1400.3800
2008-06-02,1385.6700
2008-06-03,1377.6500
2008-06-04,1377.2000
2008-06-05,1404.0500
2008-06-06,1360.6800
2008-06-10,1358.4400
2008-06-11,1335.4900
2008-06-12,1339.8700
2008-06-13,1360.0300
2008-06-16,1360.1400
2008-06-17,1350.9300
2008-06-18,1337.8100
2008-06-19,1342.8300
2008-06-20,1317.9300
2008-06-23,1318.0000
2008-06-24,1314.2900
2008-06-25,1321.9700
2008-06-26,1283.1500
2008-06-27,1278.3800
2008-06-30,1280.0000
2008-07-01,1284.9100
2008-07-02,1261.5200
2008-07-03,1262.9000
2008-07-04,1262.9000
2008-07-07,1252.3100
2008-07-08,1273.7000
2008-07-09,1244.6900
2008-07-10,1253.3900
2008-07-11,1239.4900
2008-07-14,1228.3000
2008-07-15,1214.9100
2008-07-16,1245.3600
2008-07-17,1260.3200
2008-07-18,1260.6800
2008-07-21,1260.0000
2008-07-22,1277.0000
2008-07-23,1282.1900
2008-07-24,1252.5400
2008-07-25,1257.7600
2008-07-28,1234.3700
2008-07-29,1263.2000
2008-07-30,1284.2600
2008-07-31,1267.3800
2008-08-01,1260.3100
2008-08-04,1249.0100
2008-08-05,1284.8800
2008-08-06,1289.1900
2008-08-07,1266.0700
2008-08-08,1296.3200
2008-08-11,1305.3200
2008-08-12,1289.5900
2008-08-13,1285.8300
2008-08-14,1292.9300
2008-08-15,1298.2000
2008-08-18,1278.6000
2008-08-19,1266.6900
2008-08-20,1274.5400
2008-08-21,1277.7200
2008-08-22,1292.2000
2008-08-25,1266.8400
2008-08-26,1271.5100
2008-08-27,1281.6600
2008-08-28,1300.6800
2008-08-29,1282.8300
2008-09-01,1282.8300
2008-09-02,1277.5800
2008-09-03,1274.9800
2008-09-04,1236.8300
2008-09-05,1242.3100
2008-09-08,1267.7900
2008-09-09,1224.5100
2008-09-10,1232.0400
2008-09-11,1249.0500
2008-09-12,1251.7000
2008-09-16,1213.5900
2008-09-17,1156.3900
2008-09-18,1206.5100
2008-09-19,1255.0800
2008-09-22,1207.0900
2008-09-23,1188.2200
2008-09-24,1185.8700
2008-09-25,1209.1800
2008-09-26,1213.0100
2008-10-06,1056.8900
2008-10-07,996.2300
2008-10-08,984.9400
2008-10-09,909.9200
2008-10-10,899.2200
2008-10-13,1003.3500
2008-10-14,998.0100
2008-10-15,907.8400
2008-10-16,946.4300
2008-10-17,940.5500
2008-10-20,985.4000
2008-10-21,955.0500
2008-10-22,896.7800
2008-10-23,908.1100
2008-10-24,876.7700
2008-10-27,848.9200
2008-10-28,940.5100
2008-10-29,930.0900
2008-10-30,954.0900
2008-10-31,968.7500
2008-11-03,966.3000
2008-11-04,1005.7500
2008-11-05,952.7700
2008-11-06,904.8800
2008-11-07,930.9900
2008-11-10,919.2100
2008-11-11,898.9500
2008-11-12,852.3000
2008-11-13,911.2900
2008-11-14,873.2900
2008-11-17,850.7500
2008-11-18,859.1200
2008-11-19,806.5800
2008-11-20,752.4400
2008-11-21,800.0300
2008-11-24,851.8100
2008-11-25,857.3900
2008-11-26,887.6800
2008-11-27,887.6800
2008-11-28,896.2400
2008-12-01,816.2100
2008-12-02,848.8100
2008-12-03,870.7400
2008-12-04,845.2200
2008-12-05,876.0700
2008-12-08,909.7000
2008-12-09,888.6700
2008-12-10,899.2400
