Wind,,,,
时间区间,2004-06-01:2020-03-06,1947-01-28:2020-03-05,1975-01-02:2020-03-06,1988-06-23:2020-03-06
频率,日,日,日,日
指标名称,南华综合指数,CRB现货指数:综合,期货收盘价(连续):COMEX黄金,期货结算价(连续):布伦特原油
2010-06-29,"1,258.48",418.89,"1,242.50",75.44
2010-06-30,"1,252.98",421.68,"1,241.00",75.01
2010-07-01,"1,242.79",421.31,"1,208.70",72.34
2010-07-02,"1,254.49",420.21,"1,211.80",71.65
2010-07-05,"1,256.89",0.00,0.00,71.47
2010-07-06,"1,254.68",421.50,"1,194.50",71.45
2010-07-07,"1,253.19",419.87,"1,206.00",73.51
2010-07-08,"1,260.37",421.34,"1,198.80",74.71
2010-07-09,"1,266.93",421.62,"1,212.40",75.42
2010-07-12,"1,258.92",420.66,"1,199.40",74.37
2010-07-13,"1,249.84",421.33,"1,211.40",76.65
2010-07-14,"1,255.57",420.65,"1,212.50",76.77
2010-07-15,"1,254.53",422.00,"1,207.10",76.19
2010-07-16,"1,263.33",420.89,"1,193.00",75.37
2010-07-19,"1,262.07",421.13,"1,182.80",75.62
2010-07-20,"1,272.27",422.12,"1,189.00",76.22
2010-07-21,"1,271.76",425.40,"1,184.80",75.37
2010-07-22,"1,276.74",428.90,"1,195.00",77.82
2010-07-23,"1,293.07",428.16,"1,188.90",77.45
2010-07-26,"1,297.06",429.75,"1,183.40",77.50
2010-07-27,"1,284.78",430.42,"1,162.90",76.13
2010-07-28,"1,299.76",434.33,"1,165.70",76.06
2010-07-29,"1,304.76",435.69,"1,168.50",77.59
2010-07-30,"1,311.77",438.56,"1,181.10",78.18
2010-08-02,"1,335.42",440.74,"1,183.30",80.82
2010-08-03,"1,332.02",440.87,"1,193.50",82.68
2010-08-04,"1,337.94",443.67,"1,194.30",82.20
2010-08-05,"1,329.51",446.78,"1,195.40",81.61
2010-08-06,"1,342.58",446.03,"1,205.50",80.16
2010-08-09,"1,356.69",445.14,"1,201.20",80.99
2010-08-10,"1,344.52",442.89,"1,203.60",79.60
2010-08-11,"1,339.67",443.20,"1,199.00",77.64
2010-08-12,"1,330.25",445.18,"1,214.80",75.52
2010-08-13,"1,348.83",447.48,"1,214.00",75.11
2010-08-16,"1,354.33",448.79,"1,224.30",74.85
2010-08-17,"1,357.95",452.02,"1,226.90",76.93
2010-08-18,"1,354.54",452.81,"1,229.90",76.47
2010-08-19,"1,359.87",452.55,"1,232.50",75.30
2010-08-20,"1,335.35",450.10,"1,227.70",74.26
2010-08-23,"1,331.66",453.22,"1,221.50",73.62
2010-08-24,"1,322.54",453.71,"1,230.70",72.38
2010-08-25,"1,323.11",453.26,"1,239.30",73.48
2010-08-26,"1,336.06",455.46,"1,236.90",75.02
2010-08-27,"1,342.46",455.38,"1,234.80",76.65
2010-08-30,"1,360.56",456.03,"1,237.60",76.60
2010-08-31,"1,343.04",455.40,"1,247.30",74.64
2010-09-01,"1,354.80",458.51,"1,246.90",76.35
2010-09-02,"1,364.36",459.40,"1,250.20",76.93
2010-09-03,"1,366.81",461.29,"1,247.10",76.67
2010-09-06,"1,390.37",0.00,0.00,76.87
2010-09-07,"1,389.79",464.24,"1,257.10",77.74
2010-09-08,"1,389.06",465.32,"1,255.60",78.17
2010-09-09,"1,364.34",466.13,"1,246.40",77.47
2010-09-10,"1,372.70",465.66,"1,246.30",78.16
2010-09-13,"1,377.96",466.28,"1,250.10",79.03
2010-09-14,"1,368.56",468.80,"1,266.90",79.16
2010-09-15,"1,369.59",470.93,"1,267.30",78.91
2010-09-16,"1,365.08",471.53,"1,275.80",78.48
2010-09-17,"1,375.75",475.49,"1,274.20",78.21
2010-09-20,"1,395.76",478.64,"1,279.30",79.32
2010-09-21,"1,387.39",479.61,"1,288.60",78.42
2010-09-22,0.00,480.36,"1,292.20",77.95
2010-09-23,0.00,481.56,"1,292.80",78.11
2010-09-24,0.00,485.14,"1,296.00",78.87
2010-09-27,"1,397.25",483.97,"1,292.60",78.57
2010-09-28,"1,400.35",483.87,"1,309.60",78.71
2010-09-29,"1,393.20",484.65,"1,307.00",80.77
2010-09-30,"1,397.05",487.26,"1,307.80",82.31
2010-10-01,0.00,483.78,"1,318.20",83.75
2010-10-04,0.00,481.65,"1,312.90",83.28
2010-10-05,0.00,487.89,"1,342.70",84.84
2010-10-06,0.00,485.52,"1,346.00",85.06
2010-10-07,0.00,487.52,"1,333.80",83.43
2010-10-08,"1,404.86",491.48,"1,346.50",84.03
2010-10-11,"1,456.15",491.54,"1,353.60",83.72
2010-10-12,"1,447.02",490.46,"1,356.40",83.50
2010-10-13,"1,462.84",491.32,"1,373.50",84.64
2010-10-14,"1,475.55",491.41,"1,379.20",84.53
2010-10-15,"1,481.46",489.76,"1,364.70",82.45
2010-10-18,"1,465.20",489.68,"1,370.50",84.37
2010-10-19,"1,473.46",487.46,"1,336.00",81.10
2010-10-20,"1,465.85",488.09,"1,345.80",83.60
2010-10-21,"1,473.46",487.54,"1,325.60",81.83
2010-10-22,"1,478.27",487.88,"1,328.10",82.96
2010-10-25,"1,516.46",489.67,"1,338.70",83.54
2010-10-26,"1,508.04",493.93,"1,341.00",83.66
2010-10-27,"1,486.33",491.99,"1,322.70",83.23
2010-10-28,"1,502.74",491.27,"1,340.70",83.59
2010-10-29,"1,476.54",490.03,"1,359.80",83.15
2010-11-01,"1,500.35",489.96,"1,356.00",84.62
2010-11-02,"1,499.65",490.08,"1,354.50",85.41
2010-11-03,"1,506.84",494.36,"1,355.80",86.38
2010-11-04,"1,533.31",500.01,"1,389.80",88.00
2010-11-05,"1,580.31",500.03,"1,393.90",88.11
2010-11-08,"1,586.33",496.69,"1,411.00",88.46
2010-11-09,"1,618.43",500.08,"1,396.50",88.33
2010-11-10,"1,610.08",498.54,"1,408.00",88.96
2010-11-11,"1,610.83",501.34,"1,389.00",88.81
2010-11-12,"1,550.63",495.45,"1,368.20",86.34
2010-11-15,"1,522.79",493.59,"1,359.00",86.70
2010-11-16,"1,512.46",487.68,"1,336.20",84.73
2010-11-17,"1,464.25",481.96,"1,349.10",83.28
2010-11-18,"1,486.84",487.37,"1,352.90",85.05
2010-11-19,"1,502.21",488.06,"1,353.60",84.34
2010-11-22,"1,480.80",485.02,"1,361.20",83.96
2010-11-23,"1,457.54",483.24,"1,361.20",83.25
2010-11-24,"1,480.81",487.76,0.00,85.84
2010-11-25,"1,471.63",0.00,0.00,86.10
2010-11-26,"1,454.75",486.31,"1,363.20",85.58
2010-11-29,"1,467.33",484.22,"1,364.50",87.34
2010-11-30,"1,467.24",483.96,"1,388.70",85.92
2010-12-01,"1,480.53",490.10,"1,393.50",88.87
2010-12-02,"1,498.94",493.01,"1,390.90",90.69
2010-12-03,"1,507.42",498.29,"1,413.80",91.42
2010-12-06,"1,515.28",500.15,"1,423.00",91.45
2010-12-07,"1,526.52",501.46,"1,390.00",91.39
2010-12-08,"1,497.64",503.87,"1,387.40",90.77
2010-12-09,"1,514.66",505.60,"1,390.00",90.99
2010-12-10,"1,521.32",503.96,"1,387.20",90.48
2010-12-13,"1,548.45",506.12,"1,403.30",91.19
2010-12-14,"1,555.34",505.06,"1,394.00",91.21
2010-12-15,"1,537.85",503.85,"1,380.90",92.20
2010-12-16,"1,539.35",505.10,"1,376.10",91.71
2010-12-17,"1,553.33",505.80,"1,377.20",91.67
2010-12-20,"1,560.44",508.09,"1,385.20",92.74
2010-12-21,"1,573.19",511.97,"1,388.00",93.20
2010-12-22,"1,562.57",512.92,"1,388.40",93.65
2010-12-23,"1,576.90",513.72,"1,379.30",94.25
2010-12-24,"1,582.35",0.00,0.00,93.77
2010-12-27,"1,578.78",515.70,"1,389.80",93.85
2010-12-28,"1,581.94",517.73,"1,403.10",94.38
2010-12-29,"1,579.04",517.72,"1,412.20",94.14
2010-12-30,"1,591.84",518.66,"1,407.20",93.09
2010-12-31,"1,593.43",520.33,"1,422.00",94.75
2011-01-03,0.00,523.47,"1,417.00",94.84
2011-01-04,"1,604.12",521.68,"1,383.90",93.53
2011-01-05,"1,592.42",524.75,"1,375.30",95.50
2011-01-06,"1,609.11",523.85,"1,370.30",94.52
2011-01-07,"1,572.44",522.03,"1,369.70",93.33
2011-01-10,"1,578.95",525.62,"1,375.00",95.70
2011-01-11,"1,586.91",532.53,"1,385.00",97.61
2011-01-12,"1,592.37",536.32,"1,386.10",98.12
2011-01-13,"1,598.35",537.91,"1,375.90",98.06
2011-01-14,"1,606.25",536.92,"1,361.40",98.68
2011-01-17,"1,602.22",0.00,0.00,97.43
2011-01-18,"1,604.37",541.06,"1,372.50",97.80
2011-01-19,"1,621.72",540.81,"1,368.10",98.16
2011-01-20,"1,609.93",541.49,"1,347.90",96.58
2011-01-21,"1,611.66",542.10,"1,341.90",97.60
2011-01-24,"1,627.01",546.27,"1,332.20",96.61
2011-01-25,"1,605.67",545.38,"1,332.30",95.25
2011-01-26,"1,596.80",548.16,"1,344.20",97.91
2011-01-27,"1,610.19",550.04,"1,313.20",97.39
2011-01-28,"1,609.67",551.03,"1,338.00",99.42
2011-01-31,"1,631.75",554.45,"1,335.70",101.01
2011-02-01,"1,651.35",556.51,"1,340.40",101.74
2011-02-02,0.00,558.28,"1,335.60",102.34
2011-02-03,0.00,557.91,"1,351.70",101.76
2011-02-04,0.00,559.39,"1,348.80",99.83
2011-02-07,0.00,560.10,"1,351.10",99.25
2011-02-08,0.00,561.89,"1,362.30",99.92
2011-02-09,"1,660.38",564.94,"1,362.50",101.82
2011-02-10,"1,674.70",566.05,"1,364.80",100.87
2011-02-11,"1,672.30",563.84,"1,356.50",101.43
2011-02-14,"1,676.88",563.18,"1,361.60",103.08
2011-02-15,"1,667.75",561.46,"1,373.30",101.64
2011-02-16,"1,658.56",561.68,"1,375.30",103.78
2011-02-17,"1,640.92",563.88,"1,383.60",102.59
2011-02-18,"1,629.93",561.87,"1,388.00",102.52
2011-02-21,"1,635.97",0.00,0.00,105.74
2011-02-22,"1,627.42",557.43,"1,397.80",105.78
2011-02-23,"1,595.50",557.39,"1,414.40",111.25
2011-02-24,"1,577.55",555.02,"1,412.50",111.36
2011-02-25,"1,588.62",561.86,"1,408.70",112.14
2011-02-28,"1,611.74",565.78,"1,410.70",111.80
2011-03-01,"1,606.13",565.97,"1,430.70",115.42
2011-03-02,"1,615.31",567.21,"1,437.20",116.35
2011-03-03,"1,605.15",568.52,"1,417.00",114.79
2011-03-04,"1,609.12",572.98,"1,429.70",115.97
2011-03-07,"1,612.76",571.94,"1,432.30",115.04
2011-03-08,"1,573.68",569.32,"1,426.90",113.06
2011-03-09,"1,577.75",567.47,"1,428.70",115.94
2011-03-10,"1,551.91",565.15,"1,414.10",115.43
2011-03-11,"1,540.37",560.25,"1,422.50",113.84
2011-03-14,"1,534.40",559.05,"1,423.50",113.67
2011-03-15,"1,534.43",551.59,"1,396.00",108.52
2011-03-16,"1,543.42",550.45,"1,387.70",110.62
2011-03-17,"1,542.30",558.23,"1,406.40",114.90
2011-03-18,"1,558.38",560.26,"1,419.30",113.93
2011-03-21,"1,554.07",560.56,"1,430.40",114.96
2011-03-22,"1,554.10",562.52,"1,424.50",115.70
2011-03-23,"1,573.53",563.14,"1,437.70",115.55
2011-03-24,"1,564.48",568.87,"1,439.50",115.72
2011-03-25,"1,571.08",570.15,"1,436.00",115.59
2011-03-28,"1,557.23",570.75,"1,415.60",114.80
2011-03-29,"1,558.59",571.57,"1,416.00",115.16
2011-03-30,"1,561.54",569.27,"1,424.40",115.13
2011-03-31,"1,557.59",575.25,"1,430.70",117.36
2011-04-01,"1,555.21",576.28,"1,428.70",118.70
2011-04-04,0.00,576.24,"1,437.70",121.06
2011-04-05,0.00,578.75,"1,453.50",122.22
2011-04-06,"1,576.86",578.06,"1,456.90",122.30
2011-04-07,"1,575.37",578.06,"1,464.80",122.67
2011-04-08,"1,593.39",579.68,"1,474.90",126.65
2011-04-11,"1,600.29",580.32,"1,459.00",123.98
2011-04-12,"1,583.90",579.02,"1,454.40",120.92
2011-04-13,"1,582.59",577.88,"1,459.00",122.88
2011-04-14,"1,563.44",576.31,"1,477.00",122.36
2011-04-15,"1,552.96",574.43,"1,486.80",123.45
2011-04-18,"1,555.09",575.97,"1,491.90",121.61
2011-04-19,"1,534.57",575.44,"1,494.40",121.33
2011-04-20,"1,553.95",575.48,"1,508.00",123.85
2011-04-21,"1,555.68",576.80,"1,504.80",123.99
2011-04-22,"1,561.44",0.00,0.00,0.00
2011-04-25,"1,550.72",575.23,"1,498.00",123.66
2011-04-26,"1,539.79",573.39,"1,507.10",124.14
2011-04-27,"1,532.10",569.79,"1,509.50",125.13
2011-04-28,"1,544.62",566.37,"1,536.30",125.02
2011-04-29,"1,526.16",569.61,"1,563.00",125.89
2011-05-02,0.00,569.70,"1,541.50",125.12
2011-05-03,"1,531.03",568.06,"1,530.90",122.45
2011-05-04,"1,516.55",565.64,"1,517.20",121.19
2011-05-05,"1,501.74",558.79,"1,487.00",110.80
2011-05-06,"1,476.43",554.03,"1,492.30",109.13
2011-05-09,"1,490.73",555.55,"1,512.80",115.90
2011-05-10,"1,499.53",559.28,"1,517.00",117.63
2011-05-11,"1,494.06",554.94,"1,504.20",112.57
2011-05-12,"1,466.16",553.68,"1,494.20",112.98
2011-05-13,"1,498.38",553.25,"1,490.20",113.83
2011-05-16,"1,488.25",554.00,"1,489.80",112.73
2011-05-17,"1,491.29",556.23,"1,491.50",109.99
2011-05-18,"1,491.87",560.45,"1,497.00",112.30
2011-05-19,"1,498.14",560.23,"1,491.50",111.42
2011-05-20,"1,498.78",560.26,"1,511.50",112.39
2011-05-23,"1,486.51",555.63,"1,512.30",110.10
2011-05-24,"1,498.20",555.17,"1,524.50",112.53
2011-05-25,"1,504.20",559.08,"1,527.20",114.93
2011-05-26,"1,518.66",561.18,"1,519.50",115.05
2011-05-27,"1,522.38",561.91,"1,536.50",115.03
2011-05-30,"1,522.46",0.00,0.00,114.68
2011-05-31,"1,525.62",564.53,"1,531.30",116.73
2011-06-01,"1,520.50",564.54,"1,539.40",114.53
2011-06-02,"1,518.66",565.88,"1,532.30",115.54
2011-06-03,"1,536.30",563.15,"1,543.30",115.84
2011-06-06,0.00,559.42,"1,542.90",114.48
2011-06-07,"1,530.91",558.50,"1,540.70",116.78
2011-06-08,"1,524.36",560.85,"1,535.00",117.85
2011-06-09,"1,521.45",562.62,"1,543.60",119.57
2011-06-10,"1,521.27",562.63,"1,532.00",118.78
2011-06-13,"1,514.45",560.21,"1,519.20",119.10
2011-06-14,"1,516.54",560.64,"1,526.30",120.16
2011-06-15,"1,525.41",560.32,"1,526.00",117.10
2011-06-16,"1,512.56",556.25,"1,527.90",114.02
2011-06-17,"1,509.72",556.91,"1,540.20",113.21
2011-06-20,"1,502.84",554.79,"1,540.10",111.69
2011-06-21,"1,513.28",555.84,"1,547.20",110.95
2011-06-22,"1,503.31",552.96,"1,551.90",114.21
2011-06-23,"1,499.10",551.18,"1,525.00",107.26
2011-06-24,"1,500.70",550.81,"1,502.60",105.12
2011-06-27,"1,475.92",549.36,"1,497.90",105.99
2011-06-28,"1,478.60",551.03,"1,502.00",108.78
2011-06-29,"1,490.39",552.29,"1,511.50",112.40
2011-06-30,"1,505.60",550.30,"1,502.20",112.48
2011-07-01,"1,499.46",548.02,"1,483.90",111.77
2011-07-04,"1,521.59",0.00,0.00,111.39
2011-07-05,"1,519.45",550.90,"1,513.40",113.61
2011-07-06,"1,525.80",550.96,"1,526.40",113.62
2011-07-07,"1,528.65",553.38,"1,525.90",118.59
2011-07-08,"1,536.08",552.40,"1,526.60",118.33
2011-07-11,"1,530.82",548.17,"1,555.20",117.24
2011-07-12,"1,523.88",547.37,"1,565.00",117.75
2011-07-13,"1,549.46",552.36,"1,581.10",118.78
2011-07-14,"1,548.85",555.74,"1,590.10",118.32
2011-07-15,"1,545.45",553.81,"1,592.20",117.26
2011-07-18,"1,546.89",553.27,"1,597.30",116.05
2011-07-19,"1,559.59",555.00,"1,583.30",117.06
2011-07-20,"1,557.71",555.39,"1,596.70",118.15
2011-07-21,"1,557.27",555.25,"1,586.80",117.51
2011-07-22,"1,561.22",556.51,"1,601.30",118.67
2011-07-25,"1,553.19",553.68,"1,612.00",117.94
2011-07-26,"1,568.33",556.82,"1,614.80",118.28
2011-07-27,"1,574.50",556.96,"1,616.50",117.43
2011-07-28,"1,566.71",556.06,"1,617.30",117.36
2011-07-29,"1,559.18",553.92,"1,631.10",116.74
2011-08-01,"1,575.43",556.42,"1,620.40",116.81
2011-08-02,"1,565.30",557.77,"1,654.10",116.46
2011-08-03,"1,566.11",553.98,"1,661.60",113.23
2011-08-04,"1,556.31",551.12,"1,653.40",107.25
2011-08-05,"1,513.38",547.37,"1,654.50",109.37
2011-08-08,"1,505.26",540.36,"1,695.90",103.74
2011-08-09,"1,484.81",540.79,"1,747.40",102.57
2011-08-10,"1,500.09",539.63,"1,776.10",106.68
2011-08-11,"1,511.75",538.88,"1,748.80",108.02
2011-08-12,"1,512.02",541.13,"1,740.20",108.03
2011-08-15,"1,521.24",543.41,"1,755.50",109.91
2011-08-16,"1,506.64",540.87,"1,782.40",109.47
2011-08-17,"1,518.71",543.02,"1,791.20",110.60
2011-08-18,"1,513.73",539.89,"1,818.90",106.99
2011-08-19,"1,507.67",539.91,"1,848.90",108.62
2011-08-22,"1,503.49",539.06,"1,848.90",108.36
2011-08-23,"1,515.40",540.57,"1,858.30",109.31
2011-08-24,"1,513.62",538.56,"1,754.10",110.15
2011-08-25,"1,509.89",537.85,"1,759.80",110.62
2011-08-26,"1,510.66",541.57,"1,794.10",111.36
2011-08-29,"1,519.57",543.02,"1,788.40",111.88
2011-08-30,"1,529.32",543.48,"1,826.70",114.02
2011-08-31,"1,534.66",544.28,"1,828.50",114.85
2011-09-01,"1,528.05",541.22,"1,826.00",114.29
2011-09-02,"1,525.49",541.84,"1,873.70",112.33
2011-09-05,"1,513.41",0.00,0.00,110.08
2011-09-06,"1,511.34",541.33,"1,869.90",112.89
2011-09-07,"1,526.42",541.75,"1,814.20",115.80
2011-09-08,"1,523.53",542.10,"1,854.40",114.55
2011-09-09,"1,526.54",540.71,"1,856.40",112.77
2011-09-12,0.00,538.50,"1,809.90",112.25
2011-09-13,"1,512.63",535.94,"1,826.80",111.89
2011-09-14,"1,495.02",536.15,"1,823.50",112.40
2011-09-15,"1,496.20",535.35,"1,778.50",115.34
2011-09-16,"1,500.15",533.61,"1,812.10",112.22
2011-09-19,"1,463.24",528.29,"1,776.40",109.14
2011-09-20,"1,463.21",527.43,"1,806.60",110.54
2011-09-21,"1,468.20",526.14,"1,805.50",110.36
2011-09-22,"1,431.65",517.13,"1,739.20",105.49
2011-09-23,"1,388.93",514.01,"1,642.50",103.97
2011-09-26,"1,341.41",514.28,"1,592.50",103.94
2011-09-27,"1,373.81",513.38,"1,650.60",107.14
2011-09-28,"1,362.92",509.49,"1,650.00",103.81
2011-09-29,"1,331.39",507.87,"1,615.50",103.95
2011-09-30,"1,362.93",503.56,"1,620.40",102.76
2011-10-03,0.00,503.56,"1,656.00",101.71
2011-10-04,0.00,502.79,"1,614.70",99.79
2011-10-05,0.00,504.72,"1,640.30",102.73
2011-10-06,0.00,505.86,"1,651.90",105.73
2011-10-07,0.00,504.62,"1,634.50",105.88
2011-10-10,"1,352.23",503.34,"1,669.60",108.95
2011-10-11,"1,351.47",507.98,"1,664.20",110.73
2011-10-12,"1,366.60",507.45,"1,681.30",111.36
2011-10-13,"1,359.91",507.06,"1,667.30",111.11
2011-10-14,"1,372.61",508.56,"1,681.80",114.68
2011-10-17,"1,364.32",508.42,"1,672.90",110.16
2011-10-18,"1,331.71",507.61,"1,657.70",111.15
2011-10-19,"1,328.83",507.35,"1,641.80",108.39
2011-10-20,"1,286.19",503.93,"1,611.90",109.76
2011-10-21,"1,294.79",503.95,"1,635.10",109.56
2011-10-24,"1,334.43",506.40,"1,651.50",111.45
2011-10-25,"1,342.92",510.69,"1,702.10",110.92
2011-10-26,"1,347.81",508.88,"1,723.50",108.91
2011-10-27,"1,359.19",509.92,"1,735.50",112.08
2011-10-28,"1,368.47",510.91,"1,744.20",109.91
2011-10-31,"1,351.10",510.23,"1,724.00",109.56
2011-11-01,"1,343.02",507.15,"1,711.00",109.54
2011-11-02,"1,356.13",506.75,"1,733.90",109.34
2011-11-03,"1,336.28",506.31,"1,737.40",110.83
2011-11-04,"1,366.62",501.99,"1,757.00",111.97
2011-11-07,"1,351.02",504.01,"1,797.00",114.56
2011-11-08,"1,350.12",503.56,"1,798.40",115.00
2011-11-09,"1,351.36",500.53,"1,782.40",112.31
2011-11-10,"1,313.16",498.81,"1,766.80",113.71
2011-11-11,"1,325.82",499.23,"1,787.50",114.16
2011-11-14,"1,355.51",495.45,"1,779.30",111.89
2011-11-15,"1,348.01",497.27,"1,763.20",112.39
2011-11-16,"1,336.97",496.32,"1,771.20",111.88
2011-11-17,"1,347.68",493.34,"1,720.60",108.22
2011-11-18,"1,334.21",492.81,"1,725.80",107.56
2011-11-21,"1,323.19",488.37,"1,683.40",106.88
2011-11-22,"1,319.17",487.62,"1,696.00",109.03
2011-11-23,"1,308.27",486.16,"1,690.10",107.02
2011-11-24,"1,307.04",0.00,0.00,107.78
2011-11-25,"1,296.01",485.45,"1,675.30",106.40
2011-11-28,"1,314.43",487.03,"1,710.80",109.00
2011-11-29,"1,320.78",489.04,"1,713.40",110.82
2011-11-30,"1,309.06",489.92,"1,745.50",110.52
2011-12-01,"1,346.74",488.81,"1,743.60",108.99
2011-12-02,"1,345.15",488.68,"1,745.50",109.94
2011-12-05,"1,347.75",487.68,"1,730.10",109.81
2011-12-06,"1,344.30",486.40,"1,727.90",110.81
2011-12-07,"1,353.46",486.32,"1,733.50",109.53
2011-12-08,"1,347.57",486.26,"1,709.70",108.11
2011-12-09,"1,339.90",484.37,"1,712.80",108.62
2011-12-12,"1,329.64",481.09,"1,664.10",107.26
2011-12-13,"1,321.79",479.77,"1,631.20",109.50
2011-12-14,"1,319.49",475.24,"1,574.90",105.02
2011-12-15,"1,300.84",474.54,"1,574.60",105.09
2011-12-16,"1,318.68",475.30,"1,595.60",103.35
2011-12-19,"1,313.51",475.45,"1,592.90",103.64
2011-12-20,"1,314.56",476.02,"1,615.00",106.73
2011-12-21,"1,320.22",476.70,"1,615.20",107.71
2011-12-22,"1,324.11",476.67,"1,608.90",107.89
2011-12-23,"1,333.58",478.67,"1,607.10",107.96
2011-12-26,"1,323.87",0.00,0.00,0.00
2011-12-27,"1,323.02",479.80,"1,593.50",109.27
2011-12-28,"1,327.86",479.95,"1,563.50",107.56
2011-12-29,"1,317.43",480.99,"1,545.10",108.01
2011-12-30,"1,323.16",482.01,"1,561.00",107.38
2012-01-03,0.00,483.93,"1,599.70",112.13
2012-01-04,"1,325.55",484.21,"1,613.90",113.70
2012-01-05,"1,338.32",483.43,"1,621.40",112.74
2012-01-06,"1,337.98",480.76,"1,621.00",113.06
2012-01-09,"1,336.89",482.46,"1,610.90",112.45
2012-01-10,"1,346.95",483.00,"1,635.50",113.28
2012-01-11,"1,353.62",483.80,"1,643.60",112.24
2012-01-12,"1,356.15",482.72,"1,647.40",111.26
2012-01-13,"1,353.42",481.37,"1,636.30",110.44
2012-01-16,"1,352.02",0.00,0.00,111.20
2012-01-17,"1,371.00",485.06,"1,657.80",111.53
2012-01-18,"1,370.15",486.60,"1,658.10",110.66
2012-01-19,"1,378.61",488.00,"1,653.60",111.55
2012-01-20,"1,392.35",489.86,"1,663.60",109.86
2012-01-23,0.00,490.64,"1,677.50",110.58
2012-01-24,0.00,491.20,"1,668.20",110.03
2012-01-25,0.00,491.91,"1,706.20",109.81
2012-01-26,0.00,496.67,"1,721.00",110.79
2012-01-27,0.00,501.20,"1,732.00",111.46
2012-01-30,"1,389.45",498.33,"1,731.40",110.75
2012-01-31,"1,393.18",499.00,"1,735.00",110.98
2012-02-01,"1,386.03",500.38,"1,743.40",111.56
2012-02-02,"1,392.40",500.97,"1,751.60",112.07
2012-02-03,"1,396.99",502.54,"1,725.10",114.58
2012-02-06,"1,410.31",498.79,"1,720.10",115.93
2012-02-07,"1,400.79",497.73,"1,735.00",116.23
2012-02-08,"1,420.11",498.55,"1,732.20",117.20
2012-02-09,"1,411.35",500.30,"1,729.80",118.59
2012-02-10,"1,405.95",498.05,"1,717.20",117.31
2012-02-13,"1,405.73",497.01,"1,723.20",117.93
2012-02-14,"1,399.39",495.44,"1,715.30",118.16
2012-02-15,"1,398.22",494.72,"1,726.60",118.93
2012-02-16,"1,380.78",495.31,"1,728.10",120.11
2012-02-17,"1,387.88",495.92,"1,722.50",119.58
2012-02-20,"1,391.77",0.00,0.00,120.05
2012-02-21,"1,403.37",497.71,"1,759.50",121.66
2012-02-22,"1,407.28",498.72,"1,777.00",122.90
2012-02-23,"1,406.64",500.23,"1,780.60",123.62
2012-02-24,"1,403.17",501.63,"1,773.20",125.47
2012-02-27,"1,411.36",501.08,"1,775.00",124.17
2012-02-28,"1,420.36",502.72,"1,786.20",121.55
2012-02-29,"1,422.44",503.46,"1,705.00",122.66
2012-03-01,"1,410.68",503.72,"1,722.90",126.20
2012-03-02,"1,421.54",503.97,"1,711.20",123.65
2012-03-05,"1,416.84",505.47,"1,706.50",123.80
2012-03-06,"1,409.07",501.19,"1,683.00",121.98
2012-03-07,"1,396.89",499.74,"1,684.00",124.12
2012-03-08,"1,400.02",500.01,"1,700.90",125.44
2012-03-09,"1,418.69",501.98,"1,706.00",125.98
2012-03-12,"1,417.60",503.32,"1,699.20",125.34
2012-03-13,"1,425.18",504.41,"1,693.70",126.22
2012-03-14,"1,418.17",505.09,"1,642.50",124.97
2012-03-15,"1,417.74",505.72,"1,658.00",123.55
2012-03-16,"1,418.72",504.84,"1,655.50",125.81
2012-03-19,"1,415.99",505.15,"1,666.90",125.71
2012-03-20,"1,410.52",502.34,"1,650.00",124.12
2012-03-21,"1,412.52",501.28,"1,652.10",124.20
2012-03-22,"1,406.98",499.94,"1,643.20",123.14
2012-03-23,"1,412.57",501.06,"1,662.30",125.13
2012-03-26,"1,415.19",501.92,"1,692.00",125.65
2012-03-27,"1,420.86",491.27,"1,684.70",125.54
2012-03-28,"1,413.75",498.01,"1,665.00",124.16
2012-03-29,"1,405.42",493.92,"1,658.00",122.39
2012-03-30,"1,404.74",497.18,"1,668.10",122.88
2012-04-02,0.00,496.98,"1,676.20",125.43
2012-04-03,0.00,496.74,"1,646.00",124.86
2012-04-04,0.00,494.45,"1,612.30",122.34
2012-04-05,"1,416.47",495.21,"1,626.30",123.43
2012-04-06,"1,424.77",0.00,0.00,0.00
2012-04-09,"1,422.69",492.63,"1,631.10",122.67
2012-04-10,"1,424.19",490.36,"1,659.50",119.88
2012-04-11,"1,408.56",490.09,"1,656.60",120.18
2012-04-12,"1,413.69",491.42,"1,669.00",121.71
2012-04-13,"1,411.84",492.34,"1,658.20",121.83
2012-04-16,"1,398.90",488.05,"1,651.30",118.68
2012-04-17,"1,397.26",488.28,"1,650.20",118.78
2012-04-18,"1,408.30",486.82,"1,640.10",117.97
2012-04-19,"1,406.46",487.49,"1,639.40",118.00
2012-04-20,"1,406.60",487.89,"1,642.10",118.76
2012-04-23,"1,402.53",487.22,"1,638.50",118.71
2012-04-24,"1,397.92",489.15,"1,635.00",118.16
2012-04-25,"1,398.82",489.19,"1,643.60",119.12
2012-04-26,"1,404.96",490.81,"1,658.50",119.92
2012-04-27,"1,404.66",492.40,"1,663.20",119.83
2012-04-30,0.00,491.42,"1,665.70",119.47
2012-05-01,0.00,491.41,"1,663.30",119.66
2012-05-02,"1,404.60",489.41,"1,653.70",118.20
2012-05-03,"1,394.55",488.48,"1,634.20",116.08
2012-05-04,"1,398.62",483.73,"1,642.00",113.18
